0	0	0.0012459980866653538	9.918121210538205E-4	0.0010323497804097142	0.0010784999428258757	0.4321866179118904	0.0015868386628370172	0.03939788546129154	0.020816319345715446	0.0010133784802411358	0.0018996318722798993	8.85217266457343E-4	9.376872434165204E-4	0.07626150481612498	0.376686272368736	0.020897229718222457	0.0014209672240448024	0.0012996707481394013	0.02036211894964828
1	1	0.3253785578849944	0.18333994530176043	0.0011159782744066973	0.0011658669648429334	0.36593726830921536	0.0017153851401139136	0.002085472651545312	0.0022506292806711023	0.0010954701489368794	0.002053517072472792	9.569268635907616E-4	0.0010136473235126137	0.0014313836060366812	0.08316921441950127	0.002338094033030658	0.0015360768033956874	0.0014049543539689045	0.022011611568003558
2	2	0.5896974840255632	9.735728697263646E-4	0.001013365048621268	0.0010586665176274147	0.019662631903572193	0.001557656977542774	0.0018937152661462756	0.0020436858877456603	0.18489299251035746	0.0018646979746064726	8.689382758505699E-4	0.07447974329232226	0.001299769136005989	0.11230152790815849	0.002123108332662529	0.001394835885480506	0.001275770030538703	0.0015978381574717835
3	3	0.2984574246198797	0.001742742284332433	0.26516334525729385	0.0018950640087113553	0.29854643031497125	0.002788280942968573	0.0033898414504160766	0.03657696771178799	0.001780637169136726	0.003337899102271731	0.00155544132636454	0.0016476378679913435	0.0023266492972678294	0.0035131090188768375	0.06963780934217824	0.0024968233533606667	0.0022836897436642575	0.002860207188526685
4	4	0.0014340615234212028	0.2814474529416464	0.0011881664303032868	0.04436527340152842	0.0014923609720308639	0.0018263465205969431	0.023782369098707058	0.002396213456550234	0.001166331716500601	0.0021863508506597237	0.0010188266220311755	0.0442032072824925	0.0015239740670430415	0.0023011147600759435	0.5846632169045838	0.0016354394471815757	0.0014958352127256035	0.0018734587919216554
5	5	0.0012009982522457638	9.559923379414639E-4	9.950659597692945E-4	0.66917615864103	0.0012498228910381467	0.14599149877176212	0.001859519036502578	0.0020067815266802537	9.767798174476236E-4	0.0018310257318486984	0.14531521677758555	0.018961568402983242	0.0012762982348345044	0.0019271382433265537	0.0020847697812445424	0.0013696482930753249	0.0012527324991226793	0.001568984801561758
6	6	0.001647157545869666	0.0013111342920685922	0.0013647233884039286	0.0014257319798940914	0.0017141200681388303	0.026863759723695976	0.0025503124645986064	0.7704990608939596	0.0013396441201754656	0.0025112341714540153	0.0011702203364385593	0.0012395834593878232	0.001750430747385964	0.0026430515560648617	0.0028592416934469463	0.1752406354342302	0.0017181105676279008	0.0021518475571589957
7	7	0.003111099209210295	0.0024764290880684584	0.0025776464826335506	0.2833565994802844	0.003237575908783274	0.003962134903681019	0.004816949727576146	0.5197485793767116	0.002530277551987667	0.004743139880300587	0.002210275254133997	0.0023412861325389986	0.0033061583742401545	0.09854668636276744	0.0054004455091314985	0.003547974956262392	0.0032451130383286124	0.05084162876335995
8	8	0.0014986910636332967	0.0011929552529287022	0.0012417140981207378	0.6998431765072213	0.046627098748923165	0.0019086553573981306	0.002320440148394264	0.0025042047605616643	0.0012188953487723777	0.0022848841757037957	0.023598482984984875	0.001127853651807983	0.1818625790486819	0.0024048202054073077	0.0026015240530463135	0.0017091445831118011	0.001563248737496061	0.024491631273806377
9	9	0.5848491477259355	0.07972717813655272	8.694617962223746E-4	9.083302145353858E-4	0.19043252029253974	0.001336461362502365	0.0016247975782048465	0.001753471570083483	8.53483858284809E-4	0.001599900897134159	7.455443970120299E-4	7.897354660473401E-4	0.06422868122637067	0.001683881417268075	0.0018216156033829792	0.0011967617356404001	0.0010946038683967044	0.06448442285388634
